Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Altitude,Region,Crop
11.91,280.74,52.81,6.56,80.17,48.44,56.34,2800.91,0,Wheat
6.88,542.88,37.02,6.37,71.85,52.29,31.42,2527.24,0,Wheat
24.99,497.87,52.17,6.91,49.09,32.35,48.2,102.55,0,Jowar
26.68,680.77,53.01,7.57,32.57,38.61,26.41,181.1,0,Jowar
23.17,1500.68,76.96,6.18,80.14,53.51,45.53,1459.96,1,Corn
27.94,1188.8,77.2,6.69,92.28,48.22,61.1,1390.21,1,Corn
18.34,769.8,26.49,6.04,70.9,32.37,65.45,1301.95,0,Wheat
21.49,1205.78,42.44,5.38,43.25,49.53,32.39,1611.32,1,Ragi
26.29,1553.11,65.87,6.55,88.95,63.95,50.72,398.56,1,Rice
23.16,2132.05,87.25,5.74,81.3,68.74,62.08,496.06,1,Rice
33.35,1623.42,65.66,6.35,118.3,68.41,63.37,64.02,1,Rice
25.29,585.07,58.91,5.92,97.64,61.01,49.68,403.35,1,Corn
17.74,657.79,48.57,6.59,63.4,50.46,40.45,1584.57,1,Ragi
21.72,486.21,30.87,6.31,85.84,62.08,51.45,2487.33,0,Wheat
33.89,2316.65,60.9,5.53,94.37,71.96,79.03,85.63,1,Rice
22.5,548.68,69.02,6.65,50.65,47.06,32.77,1753.87,1,Ragi
34.83,1450.18,83.93,6.87,117.98,78.56,61.01,587.9,1,Rice
18.58,716.93,43.68,5.73,62.33,42.88,40.03,1492.01,1,Ragi
30.31,660.67,48.59,6.68,79.57,58.11,45.72,1560.47,1,Ragi
25.72,1908.25,64.36,6.71,83.19,79.61,71.03,120.6,1,Rice
28.08,542.45,52.22,6.22,50.62,32.56,27.48,296.42,0,Jowar
19.7,657.11,41.66,7.09,36.51,45.12,27.06,106.5,0,Jowar
30.99,1542.62,82.82,5.68,90.07,76.5,70.95,22.24,1,Rice
31.05,1300.61,62.29,6.97,94.59,54.57,72.25,565.78,1,Rice
11.7,409.54,47.49,6.9,62.17,35.51,43.19,1716.3,0,Wheat
27.37,2243.15,65.25,5.67,112.2,61.87,69.58,281.38,1,Rice
23.74,1503.76,76.31,6.43,90.92,43.04,56.38,147.87,1,Rice
32.96,731.12,41.18,6.58,31.05,44.28,33.32,160.66,0,Jowar
22.53,2463.47,82.39,5.97,114.06,51.85,75.5,73.46,1,Rice
27.25,1799.56,62.59,5.58,107.0,58.44,56.06,423.56,1,Rice
16.15,631.53,42.95,6.55,86.01,49.61,53.72,1541.12,0,Wheat
34.63,445.78,51.56,6.88,44.22,23.37,37.54,246.17,0,Jowar
28.77,1121.94,43.91,7.13,65.17,41.61,44.21,1599.47,1,Ragi
22.62,1276.55,78.2,6.23,92.53,45.29,63.79,1084.69,1,Corn
21.13,1091.15,61.28,6.9,79.26,65.23,60.49,1122.94,1,Corn
19.6,207.81,48.52,6.81,56.39,58.35,42.65,1443.73,0,Wheat
23.94,615.47,43.43,7.32,75.29,55.68,47.82,1560.45,1,Ragi
27.7,2167.21,79.22,6.42,93.62,73.34,58.54,584.33,1,Rice
26.83,1085.36,48.19,7.37,41.26,34.01,45.64,1286.08,1,Ragi
18.81,949.3,68.78,6.18,70.0,56.7,67.38,335.76,1,Corn
24.69,1032.73,64.83,7.13,56.82,32.22,42.74,1415.3,1,Ragi
11.91,392.32,39.66,6.87,67.75,39.64,57.05,1973.39,0,Wheat
19.52,861.56,41.67,7.42,53.94,44.03,40.35,1415.93,1,Ragi
27.76,801.14,62.95,5.89,60.87,69.46,53.31,1466.79,1,Corn
26.83,795.87,60.09,7.48,66.76,21.1,19.84,325.46,0,Jowar
21.04,1108.75,51.5,7.05,84.41,59.55,42.34,561.08,1,Corn
31.41,1487.18,64.61,5.54,94.8,64.11,56.21,267.65,1,Rice
18.21,1231.86,58.64,6.77,69.35,55.9,61.94,1401.37,1,Corn
24.75,1451.06,61.25,6.21,102.83,42.79,71.18,273.56,1,Rice
24.65,668.8,48.39,5.87,67.43,38.77,35.95,1788.76,1,Ragi
24.28,2224.91,68.99,6.27,92.64,46.2,66.03,41.08,1,Rice
33.05,612.89,31.46,7.69,66.26,44.49,23.71,497.68,0,Jowar
29.64,1306.8,84.02,6.41,112.81,71.09,73.14,321.0,1,Rice
29.59,823.02,58.22,7.9,38.21,39.85,30.19,322.18,0,Jowar
32.77,797.1,35.91,6.82,48.03,20.5,47.48,52.75,0,Jowar
24.69,981.5,36.66,6.69,44.13,20.13,45.06,14.8,0,Jowar
20.22,993.58,71.64,6.04,59.61,55.44,67.9,761.6,1,Corn
34.01,1248.48,81.14,5.95,117.3,79.06,77.99,286.7,1,Rice
26.83,2209.0,70.21,6.9,114.31,57.14,70.02,452.56,1,Rice
24.51,2362.87,87.04,5.57,114.36,46.04,54.29,454.97,1,Rice
30.68,1471.15,72.0,6.72,104.17,41.55,71.78,34.55,1,Rice
22.94,1579.21,89.21,6.86,99.27,65.5,51.79,119.85,1,Rice
21.12,675.75,55.85,5.84,75.97,56.78,44.17,984.47,1,Ragi
28.87,1513.16,67.97,6.06,80.65,52.78,48.36,195.48,1,Rice
9.97,564.85,49.54,6.6,85.76,64.68,47.66,1663.24,0,Wheat
27.58,1155.32,81.17,7.32,78.77,52.71,50.46,498.48,1,Corn
34.74,1923.31,89.42,6.16,93.14,60.69,58.03,67.86,1,Rice
29.53,1568.26,80.3,6.77,110.38,41.04,58.68,57.51,1,Rice
32.88,755.13,37.41,6.97,70.41,43.71,45.46,27.63,0,Jowar
25.33,728.33,42.87,7.44,51.49,42.74,49.52,629.91,1,Ragi
27.72,2040.49,72.45,5.93,120.14,56.89,76.28,143.17,1,Rice
27.12,1911.85,87.46,6.44,85.07,77.85,65.37,203.56,1,Rice
7.65,277.05,25.44,6.95,64.38,33.69,41.31,1171.78,0,Wheat
20.21,677.2,63.12,7.16,79.19,65.05,62.06,553.03,1,Corn
22.88,1080.09,58.98,6.06,76.59,50.55,56.88,1222.87,1,Ragi
15.29,780.83,45.51,7.08,67.31,31.78,57.58,873.68,0,Wheat
22.05,575.39,35.1,7.62,38.95,41.55,48.33,264.19,0,Jowar
31.2,1549.92,72.18,5.68,86.91,67.02,47.03,312.85,1,Rice
33.36,1686.12,61.11,6.38,82.3,52.31,58.8,509.53,1,Rice
24.61,875.13,49.56,5.31,42.69,54.22,56.83,1372.51,1,Ragi
22.68,785.93,67.11,6.18,85.61,40.01,41.47,415.02,1,Corn
23.96,413.23,44.39,7.78,68.82,38.79,24.53,449.7,0,Jowar
19.44,1217.75,68.75,5.56,91.84,46.38,51.89,1090.72,1,Corn
22.02,1305.16,65.94,5.53,86.81,63.02,56.56,532.6,1,Rice
14.56,394.55,24.7,6.11,60.08,52.07,32.42,2023.2,0,Wheat
28.34,600.66,50.55,6.53,45.71,58.59,57.0,795.88,1,Ragi
30.5,809.05,55.89,7.43,60.55,63.27,49.34,341.97,1,Corn
25.1,1230.76,64.93,6.87,116.19,64.72,64.84,407.26,1,Rice
27.76,1105.91,47.86,5.54,54.87,36.16,49.12,1580.74,1,Ragi
28.29,1502.92,62.83,6.4,90.63,62.64,45.56,282.58,1,Rice
18.86,576.15,24.99,7.14,79.85,47.82,61.59,2798.42,0,Wheat
28.53,1074.11,70.97,6.02,97.44,55.75,64.78,736.5,1,Corn
30.9,821.15,41.59,6.52,68.86,48.12,34.14,427.26,0,Jowar
18.78,557.07,28.54,6.43,62.83,50.24,39.65,966.65,0,Wheat
11.68,384.43,43.27,6.31,87.23,45.98,35.25,1834.09,0,Wheat
8.31,242.31,49.48,6.39,70.85,56.71,50.27,989.05,0,Wheat
17.32,628.0,50.95,6.08,64.92,32.23,45.11,819.13,1,Ragi
28.98,604.68,59.99,7.22,58.04,29.24,46.98,392.03,0,Jowar
29.13,2068.64,68.42,6.37,97.17,67.99,47.17,357.76,1,Rice
30.3,2412.2,85.76,6.64,110.97,66.22,50.03,540.52,1,Rice
25.4,1406.69,79.82,7.0,98.67,63.51,68.79,1147.66,1,Corn
23.66,2225.97,63.66,6.69,90.9,75.0,77.68,88.43,1,Rice
25.16,554.67,32.64,6.13,66.78,41.67,41.13,320.5,0,Jowar
34.38,1811.37,78.59,5.76,119.93,49.45,77.9,391.66,1,Rice
6.77,438.4,31.12,6.6,64.36,55.17,56.42,2128.69,0,Wheat
28.86,568.92,56.45,6.86,70.47,48.33,35.13,1558.17,1,Ragi
28.46,2114.78,89.88,5.7,91.13,55.88,56.97,247.53,1,Rice
31.33,1301.57,57.92,7.31,77.16,58.39,66.05,537.14,1,Corn
13.23,687.93,40.95,6.26,90.64,39.53,56.18,1125.51,0,Wheat
29.81,1708.83,59.64,5.7,106.95,65.23,39.96,121.92,1,Rice
32.42,1555.55,73.34,5.62,81.27,78.68,73.61,419.32,1,Rice
25.95,1089.56,75.38,5.69,73.27,55.74,63.93,555.69,1,Corn
11.12,637.5,33.84,7.1,89.33,51.06,52.68,964.47,0,Wheat
29.83,914.74,56.37,5.24,63.36,42.34,49.15,1075.83,1,Ragi
16.35,817.74,62.83,6.99,60.0,56.99,38.17,1094.16,1,Ragi
10.81,443.4,47.67,7.17,80.84,59.45,32.07,914.45,0,Wheat
30.79,618.54,69.66,6.27,86.99,57.72,46.76,1317.24,1,Corn
31.71,1986.2,65.08,5.75,82.92,75.04,64.44,428.82,1,Rice
21.44,1136.72,78.04,7.01,87.18,57.83,54.99,527.35,1,Corn
22.87,494.31,52.69,6.62,31.69,47.29,27.44,470.92,0,Jowar
20.19,624.93,61.89,6.0,52.25,34.2,45.36,33.6,0,Jowar
31.43,737.78,55.69,7.24,76.26,40.5,48.58,1020.84,1,Corn
22.77,1954.14,83.54,6.84,94.68,73.51,45.09,514.51,1,Rice
18.34,630.37,64.55,5.99,88.45,57.54,42.9,500.88,1,Corn
20.64,1165.58,42.75,6.4,64.81,50.37,38.46,1045.34,1,Ragi
14.41,435.13,28.41,6.47,77.93,50.71,33.48,1152.21,0,Wheat
26.8,381.29,39.3,7.59,49.68,31.86,26.91,132.47,0,Jowar
28.71,992.12,62.02,5.53,56.83,47.94,52.51,718.83,1,Ragi
5.6,538.6,51.05,6.95,81.28,55.97,54.79,2613.11,0,Wheat
30.57,1291.64,67.39,5.75,82.01,51.19,64.25,1214.63,1,Corn
20.79,1229.26,68.31,5.88,71.28,52.5,61.21,1068.79,1,Corn
29.64,1250.13,81.0,5.56,75.91,49.57,49.0,578.39,1,Corn
26.79,923.82,68.1,7.07,71.73,32.63,31.17,864.58,1,Ragi
11.5,632.29,55.98,6.01,87.42,47.95,54.57,2682.85,0,Wheat
30.54,1499.76,64.33,5.66,91.68,58.1,54.58,682.59,1,Corn
29.01,932.89,79.48,6.37,66.23,54.12,60.52,1300.11,1,Corn
25.26,1709.07,68.81,6.04,108.99,52.03,62.81,287.12,1,Rice
29.81,1134.58,58.6,6.34,41.99,37.98,44.37,1360.05,1,Ragi
18.94,856.03,68.62,6.63,84.19,56.28,47.99,591.41,1,Corn
31.71,701.97,42.6,6.56,55.84,40.87,46.22,172.04,0,Jowar
27.29,2446.79,73.42,5.95,103.29,48.24,41.67,63.7,1,Rice
27.97,426.03,29.9,6.48,56.96,23.46,23.24,203.71,0,Jowar
21.75,687.49,52.72,6.36,98.37,46.89,48.06,424.65,1,Corn
24.78,1773.82,88.91,6.64,80.13,41.97,57.92,539.14,1,Rice
31.7,1755.06,70.47,6.06,119.65,41.7,74.78,348.17,1,Rice
34.44,900.04,53.03,6.63,70.49,29.0,26.86,228.88,0,Jowar
28.86,2112.31,81.62,6.49,92.07,46.96,66.15,366.66,1,Rice
28.08,1288.07,58.0,5.59,60.25,50.63,47.36,375.93,1,Corn
33.84,750.74,51.88,7.69,41.61,30.46,47.01,448.76,0,Jowar
13.27,675.57,50.44,6.87,70.68,44.36,63.45,2026.47,0,Wheat
32.13,1374.39,65.21,7.01,67.08,56.66,49.67,506.4,1,Corn
10.03,173.86,34.43,6.38,63.72,33.27,46.42,2309.9,0,Wheat
25.28,1364.79,71.73,5.92,75.42,54.87,63.94,1303.24,1,Corn
26.42,1637.64,82.63,6.48,116.61,59.63,45.53,435.4,1,Rice
18.66,568.62,49.55,5.24,47.24,59.73,43.43,1239.32,1,Ragi
25.29,885.45,51.26,6.04,61.99,29.84,32.02,1654.19,1,Ragi
26.5,2149.66,79.66,6.77,107.83,57.28,67.01,166.1,1,Rice
23.31,949.42,47.59,6.71,64.02,31.24,29.44,97.51,0,Jowar
25.06,1588.25,67.86,5.81,114.98,52.73,78.39,594.96,1,Rice
22.79,381.83,33.31,6.58,32.79,48.32,28.0,52.62,0,Jowar
34.96,986.91,48.03,6.62,49.25,33.98,30.95,157.77,0,Jowar
5.88,192.89,39.5,7.19,60.28,41.95,60.34,2626.26,0,Wheat
20.26,1015.29,76.83,6.35,94.18,58.11,46.16,1001.32,1,Corn
27.0,1149.94,59.04,7.37,45.43,43.9,47.63,1293.88,1,Ragi
22.78,1004.97,59.76,7.49,93.37,45.48,40.71,356.73,1,Corn
21.34,551.7,49.05,6.51,65.53,55.89,62.65,2185.56,0,Wheat
31.29,743.44,51.85,7.49,33.66,44.29,40.46,281.62,0,Jowar
28.28,645.68,30.19,6.61,60.91,39.69,40.74,339.03,0,Jowar
24.66,656.49,65.18,5.39,40.64,50.52,43.26,1608.85,1,Ragi
23.55,657.79,65.55,6.53,40.26,55.53,56.99,675.83,1,Ragi
19.79,765.83,51.43,6.36,63.78,31.54,59.38,2671.96,0,Wheat
24.87,533.77,46.48,7.09,54.75,27.37,48.11,81.42,0,Jowar
30.15,550.65,51.27,6.22,61.05,40.09,52.49,1655.86,1,Ragi
21.06,837.62,65.95,5.86,75.25,32.95,53.61,1620.16,1,Ragi
31.58,1099.31,73.78,6.41,91.6,47.31,52.3,1072.77,1,Corn
28.95,676.34,63.78,5.12,60.68,31.55,57.46,1513.98,1,Ragi
20.44,1484.35,61.44,5.72,80.03,66.41,66.81,315.03,1,Corn
19.17,1270.59,55.05,6.24,60.8,43.89,44.98,363.08,1,Corn
33.03,825.43,49.44,7.23,34.04,34.48,26.08,106.85,0,Jowar
25.06,674.98,41.37,6.21,35.34,20.68,33.78,474.0,0,Jowar
29.96,1279.36,74.14,6.53,107.85,55.43,78.17,105.42,1,Rice
15.87,1083.65,64.73,5.78,47.06,35.46,52.01,1382.25,1,Ragi
27.74,952.71,70.31,6.24,88.35,62.81,61.65,446.06,1,Corn
28.37,1581.56,64.81,5.97,92.21,40.95,52.99,260.57,1,Rice
23.75,702.82,45.32,6.01,51.61,39.4,37.31,363.7,0,Jowar
24.94,496.09,63.97,5.19,47.35,41.38,44.34,1023.9,1,Ragi
19.17,1178.18,67.06,6.81,61.2,46.88,60.53,1771.64,1,Ragi
24.03,725.15,34.89,6.26,67.5,43.96,25.25,201.58,0,Jowar
32.49,761.56,39.27,6.42,44.29,34.74,29.33,261.93,0,Jowar
20.76,1093.63,58.76,6.16,74.5,42.19,69.87,340.74,1,Corn
18.13,1031.12,51.56,7.45,91.44,54.58,42.48,1009.74,1,Corn
22.04,871.93,73.43,6.09,82.42,47.42,64.45,432.0,1,Corn
30.75,1328.99,76.91,5.53,98.74,54.27,64.01,453.31,1,Corn
8.84,411.77,52.86,7.35,56.93,48.23,51.52,1940.29,0,Wheat
27.08,1202.4,62.68,5.6,91.75,60.61,54.43,1382.21,1,Corn
11.91,797.45,33.95,6.58,62.61,34.21,47.52,1636.89,0,Wheat
20.08,789.54,61.11,6.46,74.82,46.98,50.94,1158.43,0,Wheat
24.95,1437.91,76.73,7.07,71.89,56.38,46.74,832.96,1,Corn
20.48,744.27,43.76,7.03,53.23,29.88,29.33,371.49,0,Jowar
26.94,2254.99,72.84,6.06,98.01,51.73,69.57,298.34,1,Rice
21.77,906.77,50.24,7.77,67.03,21.29,34.71,184.27,0,Jowar
29.88,676.94,51.97,6.9,37.4,35.14,35.76,404.32,0,Jowar
18.53,1389.74,69.93,5.72,61.37,68.43,59.61,792.74,1,Corn
17.41,738.78,42.28,6.54,43.51,58.68,52.52,1059.33,1,Ragi
30.87,1381.47,59.22,6.66,62.55,47.38,42.47,674.63,1,Corn
33.11,2521.29,90.98,6.37,112.38,78.87,75.07,159.24,1,Rice
24.73,1238.89,79.47,6.05,114.46,58.85,78.65,110.52,1,Rice
26.2,627.93,49.49,7.15,59.01,34.64,22.48,422.54,0,Jowar
23.45,667.35,38.96,7.2,46.34,34.45,37.1,111.61,0,Jowar
7.75,541.9,41.04,6.99,81.53,56.12,62.81,1674.44,0,Wheat
30.09,429.42,41.59,7.25,32.49,20.87,33.66,167.9,0,Jowar
24.9,868.43,57.78,7.27,68.11,53.62,46.46,1236.43,1,Corn
20.89,1111.32,40.96,7.39,66.48,48.48,37.66,893.98,1,Ragi
19.36,713.9,32.17,6.26,68.07,60.33,40.1,2222.6,0,Wheat
27.37,1980.09,64.13,6.49,86.15,67.08,48.5,63.72,1,Rice
24.43,1831.75,82.03,6.23,98.99,73.31,54.23,513.65,1,Rice
33.68,885.5,64.08,7.76,40.93,23.0,23.19,143.81,0,Jowar
29.5,795.92,31.45,7.67,62.23,28.23,41.72,112.06,0,Jowar
29.24,690.24,33.32,7.54,59.95,29.39,29.23,419.32,0,Jowar
13.2,564.6,41.87,7.4,59.76,39.68,62.31,969.72,0,Wheat
18.74,752.81,69.79,6.71,78.12,34.38,41.57,1266.73,1,Ragi
25.64,1393.13,59.45,5.76,79.08,62.07,42.97,806.32,1,Corn
21.89,1426.16,52.95,5.89,83.9,55.74,42.68,321.74,1,Corn
25.61,1297.87,73.05,6.75,91.95,50.34,66.75,1041.04,1,Corn
25.03,1012.28,42.23,6.24,71.17,57.14,44.46,1730.87,1,Ragi
22.96,2356.38,65.45,5.98,88.61,53.9,42.47,308.4,1,Rice
27.95,830.62,36.95,6.71,43.45,48.04,32.58,370.12,0,Jowar
22.42,1964.69,88.37,6.37,95.77,65.89,58.49,328.96,1,Rice
28.37,1048.1,48.1,5.11,45.07,52.52,36.65,1052.14,1,Ragi
32.81,1627.96,75.26,6.38,77.29,64.38,44.96,555.07,1,Rice
5.01,390.2,54.7,5.97,66.12,60.68,41.91,1722.85,0,Wheat
31.03,754.89,69.54,6.83,69.58,49.4,64.7,1210.78,1,Corn
22.88,729.98,40.75,7.28,35.62,40.25,29.1,6.16,0,Jowar
23.83,1138.68,51.39,7.18,85.55,51.87,40.24,1007.51,1,Corn
12.11,534.01,38.18,5.98,87.05,41.27,55.67,1500.59,0,Wheat
21.7,514.59,34.17,7.24,34.64,43.21,21.19,130.47,0,Jowar
27.22,457.82,58.71,6.51,60.15,22.81,49.41,104.06,0,Jowar
13.5,314.22,51.16,6.38,64.65,50.49,40.61,1637.9,0,Wheat
7.4,227.33,38.4,6.94,54.65,41.08,44.74,1151.96,0,Wheat
24.51,850.5,43.25,5.77,71.58,55.5,33.77,1739.42,1,Ragi
34.14,2280.76,83.69,6.72,116.61,61.31,47.55,365.43,1,Rice
33.03,614.59,62.38,7.4,40.21,36.87,35.94,68.41,0,Jowar
33.43,2163.93,80.96,6.56,94.45,51.79,72.42,486.53,1,Rice
28.12,1403.37,70.12,5.91,97.15,47.83,44.39,406.93,1,Corn
23.45,1218.36,78.31,7.26,72.37,69.06,39.22,324.32,1,Corn
8.52,274.58,42.99,6.12,73.66,31.21,33.84,2011.08,0,Wheat
27.63,930.56,35.32,7.6,61.03,23.38,31.53,80.77,0,Jowar
29.35,1407.33,81.55,6.78,87.84,43.27,40.39,379.64,1,Rice
31.47,608.63,78.09,6.23,59.89,60.33,69.07,1455.34,1,Corn
34.85,593.99,43.17,7.23,58.46,31.57,46.96,278.14,0,Jowar
22.94,874.07,76.64,7.11,81.29,44.38,46.91,1092.06,1,Corn
14.87,415.74,28.16,7.43,81.92,60.02,43.49,2480.37,0,Wheat
33.84,577.68,62.66,7.77,39.29,43.09,48.85,116.18,0,Jowar
21.72,888.87,59.57,6.69,76.79,59.59,51.29,941.5,1,Ragi
34.43,436.37,48.17,7.19,67.65,22.04,37.77,432.44,0,Jowar
33.13,536.08,39.4,6.09,61.22,32.11,26.47,111.87,0,Jowar
30.0,908.76,34.38,7.03,58.84,38.24,45.62,42.5,0,Jowar
16.33,649.06,50.92,6.57,62.52,34.25,39.18,891.35,1,Ragi
22.92,966.39,60.69,7.38,60.67,41.61,58.23,1366.67,1,Ragi
25.94,526.63,53.16,6.96,54.44,47.5,36.74,1496.31,1,Ragi
25.87,2045.13,81.29,6.28,92.92,48.98,41.8,187.06,1,Rice
27.46,715.13,52.09,5.8,58.9,38.7,58.98,976.75,1,Ragi
16.39,594.4,27.3,6.33,88.84,48.96,43.5,2479.04,0,Wheat
19.83,733.74,27.65,6.63,73.62,35.35,56.99,2439.35,0,Wheat
34.58,689.26,55.59,6.75,37.56,33.42,25.1,492.28,0,Jowar
20.02,754.91,62.99,6.45,58.96,43.26,50.16,1108.65,1,Corn
25.03,1363.21,57.02,7.37,98.12,68.72,65.08,736.08,1,Corn
8.13,427.44,23.81,6.17,51.01,36.61,31.72,2304.41,0,Wheat
19.75,667.35,47.82,7.07,55.92,23.75,26.0,389.65,0,Jowar
21.43,1180.95,54.92,6.06,95.02,50.89,55.72,1440.11,1,Corn
20.43,728.07,59.39,6.94,31.92,36.0,29.15,69.32,0,Jowar
24.38,1903.28,86.13,6.6,112.17,66.29,67.63,508.92,1,Rice
20.4,1031.26,73.5,6.62,95.06,58.65,60.24,1096.7,1,Corn
27.76,709.13,45.57,5.32,51.59,53.19,43.93,870.83,1,Ragi
31.97,478.79,43.32,7.71,34.22,49.3,50.62,54.59,0,Jowar
21.56,701.58,32.89,7.94,31.37,42.49,35.64,183.15,0,Jowar
21.79,530.37,57.56,6.07,64.2,21.43,40.73,192.7,0,Jowar
21.79,900.48,40.1,7.3,51.59,33.44,34.16,358.99,0,Jowar
28.28,897.58,57.93,6.45,59.54,44.61,30.99,92.38,0,Jowar
20.21,1168.76,50.65,6.1,64.54,56.45,58.89,1155.77,1,Corn
10.28,642.58,53.87,6.41,63.02,53.81,55.01,2355.68,0,Wheat
24.05,870.07,67.84,5.86,84.5,44.83,41.53,692.59,1,Corn
29.89,550.36,34.31,6.11,42.01,24.6,25.09,379.03,0,Jowar
20.45,585.18,51.29,7.27,52.73,57.52,51.84,956.54,0,Wheat
27.25,905.01,54.5,6.97,39.99,46.34,37.1,108.45,0,Jowar
19.81,713.71,62.83,5.12,39.93,53.48,43.92,753.15,1,Ragi
28.81,1140.78,61.24,7.17,44.56,56.62,40.29,820.7,1,Ragi
23.95,1049.26,40.01,6.21,65.71,36.33,37.99,1323.97,1,Ragi
25.45,2453.65,76.6,6.02,103.02,45.43,57.63,374.4,1,Rice
28.2,1238.49,68.65,5.66,80.37,78.15,51.45,471.49,1,Rice
6.3,775.31,46.17,7.07,71.98,59.86,31.81,1396.91,0,Wheat
19.58,874.89,61.29,7.26,72.22,50.64,50.74,1738.64,1,Ragi
26.23,1855.76,78.05,6.85,99.79,59.65,41.61,16.95,1,Rice
34.49,1522.5,72.85,5.75,121.01,77.95,62.47,513.95,1,Rice
25.32,790.44,56.74,7.04,52.62,25.37,27.97,74.49,0,Jowar
6.02,734.69,38.44,6.98,88.15,36.15,50.68,2490.14,0,Wheat
29.62,899.12,79.88,6.93,63.12,41.47,45.46,1177.55,1,Corn
20.18,836.11,66.82,7.11,62.26,70.06,54.19,736.46,1,Corn
27.14,1038.2,43.46,6.61,73.43,47.36,49.43,1150.42,1,Ragi
34.3,1674.63,76.51,6.71,97.5,65.98,75.59,580.66,1,Rice
21.14,1286.3,65.36,7.34,76.4,65.59,52.97,1470.09,1,Corn
28.72,982.9,48.49,7.81,33.12,25.59,33.09,291.01,0,Jowar
27.15,645.09,70.69,6.84,67.69,46.03,57.31,1199.01,1,Corn
20.02,291.14,51.64,7.41,77.32,63.57,51.61,1266.63,0,Wheat
34.98,1994.71,71.24,6.49,85.68,76.05,60.63,274.69,1,Rice
28.34,1334.29,75.1,6.22,87.46,57.71,56.3,373.06,1,Rice
17.88,377.94,39.02,6.44,52.8,62.6,48.92,2530.47,0,Wheat
24.84,1072.25,54.54,5.92,45.16,56.83,54.04,807.23,1,Ragi
7.59,614.97,56.84,6.66,67.63,46.23,33.61,2769.72,0,Wheat
21.94,1138.26,53.89,7.16,90.94,53.26,64.54,586.19,1,Corn
31.95,714.81,30.75,6.61,52.01,47.84,45.1,107.45,0,Jowar
21.64,687.01,71.49,7.16,68.27,50.87,53.62,926.61,1,Corn
23.45,528.92,45.74,7.3,74.74,52.37,29.52,981.76,1,Ragi
33.22,2427.0,82.86,5.95,106.41,56.76,49.44,497.06,1,Rice
26.35,637.36,34.62,6.83,50.2,19.81,32.46,382.04,0,Jowar
20.58,1145.98,41.03,5.8,42.88,53.4,51.47,1001.64,1,Ragi
27.64,654.64,43.81,7.13,46.55,59.43,55.47,1202.96,1,Ragi
28.15,868.06,67.85,6.21,59.54,33.54,54.03,895.85,1,Ragi
7.73,554.22,51.29,6.13,87.44,64.48,51.62,1862.81,0,Wheat
13.16,530.38,54.31,6.67,79.48,46.16,45.57,2481.92,0,Wheat
19.75,568.13,40.42,6.14,74.05,47.55,60.36,948.02,1,Ragi
18.23,923.16,47.25,6.43,53.87,54.38,54.29,1169.51,1,Ragi
27.96,668.94,63.74,6.3,49.28,32.03,36.64,245.78,0,Jowar
20.93,880.59,55.99,7.5,58.14,39.74,33.97,317.74,0,Jowar
5.22,294.37,44.21,7.14,55.03,32.64,55.06,1459.74,0,Wheat
25.42,721.64,46.18,5.78,44.51,34.84,33.67,1112.79,1,Ragi
28.03,2007.48,85.8,6.96,110.11,56.3,56.44,438.41,1,Rice
20.5,892.61,52.45,7.09,73.12,48.71,41.56,909.98,1,Ragi
20.36,746.97,45.39,6.12,66.7,46.16,45.64,2029.25,0,Wheat
29.7,601.57,56.51,7.3,55.64,36.7,20.44,349.19,0,Jowar
19.52,741.05,44.76,6.67,43.1,48.93,57.1,1679.04,1,Ragi
16.15,458.26,48.71,6.67,63.24,40.56,44.31,850.12,0,Wheat
27.11,1675.51,83.35,6.22,90.82,59.32,46.86,118.07,1,Rice
30.72,668.9,54.49,6.14,34.91,35.55,38.32,462.24,0,Jowar
31.48,891.57,73.93,5.92,81.78,45.37,50.4,1417.37,1,Corn
17.08,737.23,29.73,6.18,70.06,50.44,45.74,2107.09,0,Wheat
28.76,1074.04,64.75,5.74,56.4,43.6,34.2,632.07,1,Ragi
28.17,1047.78,45.03,6.74,78.74,51.1,40.57,1206.96,1,Ragi
21.19,1056.81,66.73,5.93,89.73,48.93,67.3,1084.48,1,Corn
27.51,954.55,64.85,7.49,68.88,52.75,48.97,1220.28,1,Corn
26.7,1885.75,88.46,5.91,98.26,71.45,50.38,58.49,1,Rice
32.08,1375.54,59.08,6.12,87.0,40.32,67.32,50.28,1,Rice
22.63,1439.8,82.53,6.53,120.35,71.58,79.17,432.91,1,Rice
34.03,884.79,54.31,6.01,47.2,25.98,47.38,87.88,0,Jowar
30.6,427.56,61.86,6.97,48.59,37.11,24.6,235.76,0,Jowar
21.42,480.89,59.43,6.74,83.8,65.19,64.39,951.57,0,Wheat
20.78,1066.67,58.87,7.16,45.65,54.54,30.13,1649.72,1,Ragi
9.13,796.46,60.39,6.13,88.3,40.69,54.69,1549.45,0,Wheat
8.42,794.06,25.27,6.4,58.02,30.51,55.65,2325.69,0,Wheat
23.57,1028.46,48.82,6.43,44.17,42.84,52.94,1436.39,1,Ragi
24.58,903.8,32.64,8.02,36.86,44.98,32.94,257.07,0,Jowar
32.63,2196.23,84.2,6.16,113.11,45.07,62.04,6.09,1,Rice
20.79,528.04,36.62,6.69,47.29,35.62,34.67,139.02,0,Jowar
31.89,768.07,68.0,5.69,89.76,70.11,64.84,969.53,1,Corn
